"","spot_1_1","spot_1_2","spot_1_3","spot_1_4","spot_1_5","spot_1_6","spot_1_7","spot_1_8","spot_1_9","spot_2_1","spot_2_2","spot_2_3","spot_2_4","spot_2_5","spot_2_6","spot_2_7","spot_2_8","spot_2_9","spot_3_1","spot_3_2","spot_3_3","spot_3_4","spot_3_5","spot_3_6","spot_3_7","spot_3_8","spot_3_9","spot_4_1","spot_4_2","spot_4_3","spot_4_4","spot_4_5","spot_4_6","spot_4_7","spot_4_8","spot_4_9","spot_5_1","spot_5_2","spot_5_3","spot_5_4","spot_5_5","spot_5_6","spot_5_7","spot_5_8","spot_5_9","spot_6_1","spot_6_2","spot_6_3","spot_6_4","spot_6_5","spot_6_6","spot_6_7","spot_6_8","spot_6_9","spot_7_1","spot_7_2","spot_7_3","spot_7_4","spot_7_5","spot_7_6","spot_7_7","spot_7_8","spot_7_9","spot_8_1","spot_8_2","spot_8_3","spot_8_4","spot_8_5","spot_8_6","spot_8_7","spot_8_8","spot_8_9","spot_9_1","spot_9_2","spot_9_3","spot_9_4","spot_9_5","spot_9_6","spot_9_7","spot_9_8","spot_9_9","spot_10_3","spot_10_4","spot_10_5","spot_10_6"
"Sel1l3",0,0,0,2,3,2,4,0,4,2,4,6,2,0,5,7,6,5,1,2,5,8,2,1,5,3,1,0,1,9,4,0,5,2,6,0,1,2,0,9,2,3,9,0,1,1,1,3,4,7,0,3,4,4,2,7,8,3,2,3,6,4,4,1,7,6,3,3,3,4,5,4,1,4,2,7,0,8,4,1,2,0,2,0,2
"Adarb2",1,0,2,1,1,3,2,0,2,1,0,2,0,3,1,43,6,2,2,5,9,2,1,6,2,0,0,4,3,3,0,3,5,2,3,5,2,4,1,3,4,14,1,2,5,0,2,13,2,3,2,9,6,9,2,9,6,1,8,7,5,0,4,0,6,0,1,9,0,4,3,1,5,4,1,17,3,2,2,4,0,0,0,0,0
"Chrna4",0,0,0,1,1,6,3,0,0,0,2,6,2,8,14,6,10,3,6,3,6,1,6,15,4,5,2,8,4,11,3,1,16,4,7,0,6,2,5,7,5,5,4,5,2,0,5,13,10,4,4,11,3,3,3,5,13,5,2,7,5,2,6,3,5,6,2,7,4,6,0,6,2,3,2,12,2,4,3,17,3,0,3,0,2
"Csdc2",5,2,3,4,11,14,3,0,0,0,3,16,7,13,6,26,8,17,3,14,10,8,5,13,11,7,4,10,8,18,8,3,13,9,14,8,8,9,11,9,15,20,8,4,7,0,6,21,13,18,4,12,8,6,3,13,20,13,20,10,18,6,6,12,18,3,11,19,1,6,14,6,7,4,4,10,0,12,4,8,1,1,1,1,6
"Rph3a",2,2,3,11,26,45,14,1,9,1,15,23,12,23,18,61,27,12,15,35,32,23,10,30,24,29,16,41,21,44,22,12,39,14,21,6,14,20,9,23,19,22,33,19,16,3,22,42,20,16,17,31,11,9,11,21,39,25,23,19,40,6,18,28,29,19,19,40,15,19,16,15,12,8,2,33,2,11,21,31,11,0,5,4,14
"Olfm2",1,9,4,15,24,22,13,0,7,11,16,36,23,17,25,34,21,18,6,15,31,24,14,20,23,24,9,16,9,33,27,32,28,19,16,7,21,13,7,27,20,22,22,13,18,5,18,30,4,16,13,54,20,9,18,17,36,36,37,17,20,4,14,19,19,16,10,25,7,16,12,24,14,6,9,21,4,15,12,20,6,3,5,5,14
"Pcp4l1",0,0,0,0,8,13,6,0,2,2,3,33,8,24,10,72,20,64,3,5,8,5,6,7,17,4,4,0,14,14,5,4,20,10,7,26,4,7,1,9,12,12,22,17,11,3,2,13,14,8,5,13,27,12,3,10,58,12,8,9,9,14,7,7,13,3,1,18,6,3,13,1,7,5,13,24,4,14,2,18,1,2,4,0,3
"Ablim1",1,0,0,3,7,1,4,0,0,0,5,4,3,0,9,8,3,3,4,5,7,6,6,2,5,2,3,2,4,5,7,2,10,4,7,2,6,4,4,8,11,4,5,5,5,0,0,4,1,3,2,6,2,1,4,5,4,11,3,7,8,4,2,7,5,3,2,7,5,10,8,4,2,3,3,3,4,6,3,4,2,0,1,0,3
"Igf1",1,1,2,1,1,2,1,0,0,0,1,6,5,3,4,14,3,2,0,4,3,1,1,1,4,3,0,2,1,8,2,3,8,2,1,2,2,1,0,8,3,4,2,1,5,1,1,7,3,6,2,4,2,1,1,5,4,6,3,1,3,0,1,1,3,3,4,3,1,2,1,3,5,0,4,4,0,8,2,3,1,0,0,1,5
"Sorcs2",0,0,0,1,0,0,4,0,0,0,0,2,2,3,1,3,1,0,0,3,3,5,0,2,0,2,3,3,2,3,3,5,8,1,0,1,2,0,0,3,3,1,1,2,0,1,0,6,0,3,0,3,1,4,0,2,4,2,2,3,0,0,1,3,0,3,0,0,0,1,4,0,0,0,3,5,0,2,1,0,0,2,2,0,0
"Ddah1",0,2,0,0,4,4,0,0,2,0,4,1,1,4,4,7,3,3,0,2,6,1,2,6,3,6,2,7,4,3,0,4,9,0,2,2,1,2,0,7,5,6,5,2,2,3,2,9,3,2,3,10,3,2,2,5,11,10,5,8,3,0,3,0,8,9,1,1,2,4,4,5,2,0,5,7,0,2,1,7,2,0,0,0,6
"Adra1b",1,2,1,2,14,8,8,0,0,1,3,8,4,2,7,13,8,3,3,3,5,3,3,11,4,9,1,4,4,9,4,1,17,4,4,1,9,5,3,4,2,8,6,1,5,2,4,7,7,7,2,6,2,7,3,4,11,10,6,6,5,4,8,8,4,6,4,14,0,7,7,4,3,4,3,10,1,2,7,8,2,1,0,0,6
"Vash2",0,0,0,0,3,0,0,0,0,1,0,5,2,3,5,3,0,4,0,0,4,0,1,0,3,0,0,0,2,3,1,3,3,1,0,2,1,0,1,4,2,1,4,2,5,1,0,1,5,3,5,1,3,0,2,2,7,2,2,2,5,1,1,2,0,3,2,9,0,2,6,3,1,1,1,4,1,2,2,6,2,0,0,0,0
"Zfp518b",0,0,0,1,4,6,0,0,2,1,0,5,4,6,5,5,5,5,0,2,6,4,4,3,2,4,0,0,1,3,4,2,6,4,12,2,1,0,0,6,2,3,4,2,2,2,2,9,1,5,2,9,3,3,1,7,7,0,4,2,1,2,4,3,3,2,2,4,3,1,0,2,7,0,2,6,5,2,1,5,2,0,2,0,4
"Magi3",0,0,0,0,0,1,2,0,0,0,2,2,0,1,0,5,4,0,1,3,2,4,0,2,2,2,4,0,0,3,1,0,4,2,0,0,1,2,0,2,2,0,2,4,1,0,0,8,0,2,0,7,6,1,0,1,4,1,2,0,5,0,0,0,0,2,0,4,3,2,1,1,2,0,0,0,0,2,0,4,1,2,1,0,1
"Capza1",0,0,0,2,3,2,3,0,0,0,1,6,2,3,5,2,5,0,1,0,3,3,2,6,1,5,2,3,1,7,1,8,4,5,4,0,8,1,0,4,5,0,5,2,0,0,0,4,5,3,1,7,3,2,1,4,5,4,4,2,4,0,0,3,3,2,6,5,4,3,4,1,3,2,2,3,0,3,3,4,1,0,0,0,1
"Asic1",0,1,2,4,3,6,0,0,1,2,3,4,3,7,8,12,7,7,1,3,7,3,2,4,7,8,2,4,2,8,4,3,6,1,3,1,3,4,2,8,4,6,2,3,4,2,2,10,5,4,1,7,5,1,1,6,9,5,5,6,6,2,3,4,6,5,1,8,4,5,5,3,2,2,2,2,1,7,5,6,3,0,0,0,0
"Gng4",0,2,0,1,6,5,3,0,0,2,3,9,2,5,6,8,9,1,2,5,10,5,1,5,4,1,0,8,5,4,1,4,11,9,2,1,3,5,0,4,8,2,4,2,1,0,5,10,1,4,4,5,5,4,2,6,3,7,12,4,8,2,1,4,9,3,2,9,4,3,2,1,3,0,0,7,2,6,4,7,2,1,0,0,1
"Bend4",0,0,0,2,0,1,0,0,0,0,1,1,1,3,2,4,5,3,0,5,5,4,2,2,1,1,0,0,1,0,1,2,2,3,0,1,1,2,1,0,3,4,1,0,1,2,1,0,1,2,1,2,3,2,2,1,4,5,0,2,1,1,0,2,2,2,1,2,1,3,0,0,0,0,0,1,0,0,4,1,0,0,1,0,4
"Stat5b",0,0,0,0,1,2,1,0,0,0,2,4,1,3,2,10,1,2,0,0,5,5,0,1,4,0,2,1,2,4,7,2,10,5,5,1,1,0,1,3,4,1,0,4,1,0,2,4,4,2,1,7,5,0,0,0,1,3,8,3,2,2,0,3,4,4,3,10,2,5,2,2,1,3,0,3,0,2,2,4,2,0,0,0,2
"Cntn4",0,1,2,7,2,6,0,0,0,0,2,8,3,3,3,3,3,6,0,3,4,4,2,3,2,6,2,5,2,5,5,4,8,1,4,1,1,0,3,3,3,6,4,6,5,0,3,3,4,2,1,5,1,3,2,11,6,4,3,1,6,1,2,1,2,2,2,4,2,3,1,2,3,3,5,3,0,1,4,4,1,0,0,2,2
"Slc35f4",0,2,1,1,6,2,0,0,0,1,0,2,0,2,4,2,1,2,0,2,5,1,3,3,0,2,0,2,6,5,1,3,3,0,1,0,1,2,1,5,1,2,1,2,1,0,1,4,0,0,2,5,6,0,0,5,9,4,5,3,2,2,2,1,1,2,2,5,0,4,0,2,4,0,0,3,2,1,1,0,1,0,2,0,0
"Frmd7",0,0,0,1,1,3,0,0,2,0,0,4,3,4,0,1,9,1,2,1,5,1,1,2,2,3,0,1,0,1,1,7,6,2,8,0,4,2,4,1,4,2,1,1,1,1,0,5,1,0,0,5,3,2,1,4,6,2,2,3,5,0,3,0,2,1,2,2,2,1,0,1,3,0,1,0,1,1,0,2,4,0,0,0,2
"Pdzd2",0,1,0,2,5,5,4,0,0,0,2,6,2,7,6,8,7,5,3,6,8,8,2,10,2,3,7,4,3,8,8,5,10,3,10,3,4,5,3,6,7,6,6,5,9,1,2,10,7,4,4,14,5,2,1,1,17,8,7,6,11,6,1,7,9,6,2,9,4,9,5,4,6,1,2,4,1,5,2,8,2,1,1,2,3
"Erbb4",0,0,0,2,2,2,0,0,0,0,0,6,1,2,1,6,1,14,0,5,3,2,4,3,4,1,0,1,2,4,4,3,8,6,8,2,3,3,0,4,2,6,7,1,0,2,3,7,2,3,0,2,8,4,2,7,14,2,2,3,1,4,1,1,2,2,3,11,1,5,3,3,0,0,4,4,0,15,5,1,0,0,0,0,3
"Fam163a",0,0,0,0,2,3,0,0,1,0,2,4,0,2,4,3,2,1,0,1,2,0,0,1,0,3,0,1,0,5,4,4,7,0,3,2,4,1,0,1,1,2,2,0,0,2,0,5,1,1,0,2,3,1,7,2,10,2,4,0,0,2,1,1,4,5,2,5,0,0,3,2,1,0,3,2,3,1,0,5,0,1,0,0,2
"Hcn3",0,0,0,2,2,4,3,0,0,2,0,4,1,3,2,6,8,7,1,0,8,2,0,3,0,6,3,3,0,7,4,4,5,2,7,2,0,4,3,2,1,10,3,5,1,0,0,6,6,5,0,8,2,1,4,3,6,4,3,1,3,2,4,3,2,2,3,3,0,5,5,0,3,2,2,7,0,4,2,8,0,0,0,2,2
"Col6a3",0,1,2,2,2,0,0,0,0,0,0,2,0,4,2,0,4,1,0,1,0,1,1,4,3,3,0,0,0,2,1,1,3,2,3,0,2,3,0,3,1,2,4,4,6,2,1,5,2,0,2,0,2,0,2,1,3,4,4,1,2,1,3,2,1,4,0,4,1,3,0,2,0,0,0,1,0,4,2,2,0,1,0,0,1
"Dlx6os1",2,0,0,0,0,0,1,0,0,0,0,4,4,3,2,3,3,4,2,3,1,2,0,4,2,0,0,2,0,4,3,0,3,0,1,0,0,1,0,4,3,2,0,0,2,0,2,2,1,3,0,1,1,2,2,6,3,3,0,2,1,0,1,1,5,1,2,8,1,4,1,0,1,2,0,1,1,3,2,2,1,0,0,0,2
"Col15a1",0,0,2,0,0,2,0,0,0,0,2,3,2,2,2,2,2,2,0,0,0,3,2,0,0,4,3,0,4,2,0,3,2,0,2,0,0,1,0,3,5,1,1,3,1,2,0,8,3,2,1,1,1,2,2,3,7,2,4,5,6,0,2,3,4,6,0,4,4,1,2,1,2,4,1,0,1,3,4,4,0,1,0,0,1
"Cacng5",0,0,0,2,8,2,3,1,1,3,4,6,5,3,6,8,0,0,2,1,4,1,0,4,1,4,3,3,3,4,4,9,3,5,3,3,3,3,2,3,6,2,8,3,2,0,3,7,2,8,0,8,3,3,2,2,6,3,4,3,6,2,2,2,4,3,1,4,2,5,3,1,2,4,0,1,2,2,2,4,2,1,0,0,2
"Scn7a",0,0,1,2,0,3,0,0,0,2,2,0,0,1,3,3,3,5,0,1,0,4,1,1,0,0,2,1,0,3,2,2,0,2,3,0,2,2,0,0,2,1,3,0,1,0,2,1,1,4,0,1,0,2,0,2,4,1,1,1,2,2,1,2,2,1,2,6,0,3,2,2,2,0,0,2,1,0,0,2,0,2,0,0,0
"Dennd2a",0,0,0,0,1,0,2,0,2,0,0,3,2,5,3,9,3,1,0,1,6,0,2,1,7,2,0,2,6,9,1,6,10,4,4,0,3,3,2,3,4,5,4,2,3,0,2,3,3,5,5,9,0,3,3,5,6,3,2,5,6,2,3,3,6,3,1,3,1,0,2,1,0,2,0,4,0,1,2,2,1,0,2,0,3
"Wnt5a",0,0,0,2,0,1,0,0,0,0,0,0,2,3,1,6,1,2,1,0,5,1,0,4,2,2,4,3,1,2,6,0,8,0,3,0,2,1,4,4,4,0,0,0,1,2,4,3,2,0,3,2,1,3,0,7,3,3,1,3,3,0,0,2,3,2,5,4,2,4,5,2,4,2,0,4,0,3,4,3,0,0,1,0,1
"Tmem229b",0,2,0,2,3,12,3,0,3,2,2,11,5,10,12,16,11,18,4,5,7,1,3,10,3,11,5,4,7,12,2,6,8,8,5,7,5,10,3,12,10,4,3,4,3,0,4,4,2,7,1,8,10,0,4,7,12,8,13,11,11,3,3,7,13,7,6,18,3,6,8,3,5,2,5,7,4,1,8,8,1,0,2,5,6
"Cbln2",0,0,0,1,0,1,2,0,0,0,0,4,0,1,6,2,3,0,2,1,6,2,1,1,0,0,0,2,0,5,5,3,6,1,4,2,3,0,1,1,1,1,5,2,2,3,4,1,2,5,4,1,4,2,1,2,3,8,8,4,4,0,3,4,2,0,3,3,0,7,2,2,3,2,0,3,0,4,2,5,1,0,2,0,1
"Mybpc1",0,0,1,0,0,2,0,0,0,1,0,2,1,3,0,2,2,2,3,0,2,0,2,0,0,1,2,1,2,4,4,6,2,0,5,4,2,4,1,2,0,0,0,2,2,0,1,1,1,5,2,2,2,0,0,1,7,3,6,3,5,0,0,0,1,0,0,6,1,5,6,1,0,1,2,2,1,1,0,2,0,0,0,1,1
"Wnt5b",1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,1,0,3,0,0,4,1,0,3,0,3,0,0,0,4,1,5,4,2,2,1,0,3,1,4,4,1,4,2,2,1,4,3,0,4,0,2,0,1,3,3,4,3,2,4,5,0,0,1,1,1,2,3,0,2,2,2,3,3,0,2,1,1,4,3,0,0,0,2,2
"Tcerg1l",0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,1,6,1,2,0,0,0,3,4,0,0,2,4,0,1,4,0,3,2,1,0,0,2,0,5,0,1,2,1,2,0,0,5,1,0,0,2,3,1,0,2,2,2,0,0,1,0,0,0,4,0,0,2,1,3,2,0,0,0,0,1,0,3,2,0,0,0,0,0,4
"Chat",0,0,1,4,3,4,0,0,0,2,0,6,3,0,5,4,2,5,2,4,10,3,1,4,0,1,0,4,2,9,2,5,3,1,1,2,2,0,0,2,5,1,4,1,1,0,0,5,2,5,1,2,5,1,4,2,2,4,5,2,8,2,2,2,8,3,1,1,1,4,1,2,4,3,5,2,1,2,3,3,1,0,0,0,1
"Gpr176",1,2,1,1,2,5,0,0,1,1,1,6,6,3,5,6,3,9,2,9,9,2,2,4,2,2,1,4,0,3,2,5,7,3,2,1,4,1,5,5,4,5,6,1,3,1,4,3,5,7,5,10,9,3,2,5,11,5,7,5,8,5,1,3,3,3,3,8,1,4,6,1,4,0,4,4,1,4,1,4,3,0,1,1,1
"Gpr68",0,0,3,2,3,6,1,0,0,1,4,5,5,7,4,6,6,7,2,2,6,2,2,3,2,6,1,3,0,4,4,1,7,6,0,4,6,2,1,4,2,4,1,2,4,2,1,6,3,5,2,0,4,3,1,5,4,13,4,3,5,0,2,1,4,0,3,2,1,3,6,3,0,0,1,2,1,3,2,7,0,0,1,0,1
"Hcrtr2",0,2,1,2,4,2,3,0,2,2,2,4,6,1,2,7,3,4,1,1,11,5,4,4,6,4,2,0,6,6,3,7,5,4,2,0,3,2,1,4,4,8,6,5,1,0,3,9,4,9,4,8,7,1,4,1,10,4,11,5,6,2,1,5,3,7,4,5,4,5,7,4,5,4,5,7,2,6,3,6,2,2,2,0,5
"Cntn6",1,0,0,0,2,5,2,0,0,0,2,1,2,3,4,1,2,5,0,2,3,3,0,0,1,4,3,2,2,4,1,6,7,5,4,2,2,1,0,3,3,9,3,3,2,0,3,5,3,3,3,9,5,4,0,8,10,5,5,0,8,0,3,2,2,4,3,3,3,6,5,2,1,0,3,3,0,2,2,3,0,2,1,2,2
"Col24a1",0,0,2,1,1,0,0,0,0,0,3,4,3,2,0,5,2,3,0,0,0,2,0,0,0,0,2,2,0,3,3,3,5,2,2,0,1,2,0,2,2,2,1,1,2,1,1,5,0,1,0,3,1,1,2,9,2,6,6,0,1,2,1,2,4,0,2,7,3,3,2,3,0,2,1,2,0,1,1,2,0,0,0,0,3
"Glra2",1,0,0,2,3,5,1,1,0,1,0,10,1,1,8,5,3,0,0,2,5,6,0,5,3,2,1,5,3,4,3,6,10,2,3,1,3,2,1,6,3,4,5,2,0,1,4,11,1,2,1,4,2,1,2,3,8,6,7,5,4,1,2,2,2,4,4,5,3,4,1,2,3,2,5,4,2,3,1,5,1,1,1,0,2
"Rgs16",0,0,0,3,9,6,0,0,0,0,0,2,3,4,4,5,2,1,0,4,3,0,2,4,3,5,3,3,5,0,3,1,11,2,10,0,6,3,0,2,4,3,0,5,0,0,1,4,0,2,4,6,3,1,2,5,2,11,4,3,5,2,3,2,1,4,3,12,2,2,3,4,3,2,0,1,0,2,1,3,0,0,2,0,0
"Scn5a",1,0,0,1,3,2,2,0,0,2,4,7,2,1,2,2,1,0,2,5,8,4,2,3,2,7,2,3,1,9,7,3,7,4,8,1,1,4,2,3,5,2,0,3,0,0,6,7,4,5,2,5,2,2,2,2,8,4,6,5,7,3,1,2,2,0,3,7,4,2,0,3,2,1,0,0,1,4,3,6,0,0,1,2,0
"Grpr",1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,0,1,0,2,0,1,1,2,3,0,2,0,4,2,1,0,2,0,0,0,1,0,3,3,2,2,2,0,0,1,0,2,1,0,6,2,0,0,3,5,0,4,2,4,0,1,0,0,2,0,2,0,0,3,1,2,0,1,1,1,3,2,2,0,0,0,0,1
"Rgs8",0,0,2,0,1,2,0,0,0,4,2,4,4,7,4,4,1,4,2,4,2,2,1,5,3,3,0,1,2,11,2,2,7,4,1,0,3,3,3,5,4,3,3,6,2,0,3,7,8,0,0,7,3,4,2,2,3,4,4,6,3,0,3,2,3,3,3,5,3,2,2,0,0,4,1,3,0,1,1,6,0,2,1,0,2
"Slc5a6",0,0,0,2,0,1,0,0,0,0,0,4,1,0,0,2,2,4,4,2,1,4,0,2,0,0,0,2,2,4,4,0,5,0,5,1,2,4,2,8,2,2,1,3,3,1,0,5,2,1,1,2,3,0,0,2,2,3,1,0,2,2,2,3,1,0,0,3,1,2,2,2,0,3,0,3,0,2,5,6,5,0,0,0,1
"Vangl2",0,1,0,3,2,4,0,0,0,0,1,3,0,2,2,9,6,4,2,1,6,3,3,5,3,4,3,3,2,10,3,1,13,2,8,0,2,4,1,9,2,3,2,3,2,1,1,8,2,5,3,6,2,1,1,3,11,3,4,6,6,2,3,5,6,7,5,8,3,7,3,4,2,0,0,3,1,5,3,0,0,2,0,0,2
"Bard1",0,0,0,3,2,3,0,0,1,0,3,9,0,0,2,1,3,2,1,3,6,6,4,2,1,3,1,1,6,7,2,1,4,2,2,0,3,3,0,3,0,2,0,1,1,1,2,2,5,3,1,7,1,2,2,2,3,10,6,4,3,3,4,0,3,6,1,5,0,3,0,2,4,1,0,3,0,4,2,3,1,0,0,0,0
"Lca5l",0,0,0,0,3,0,2,0,0,0,3,2,2,1,4,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,1,2,0,2,1,3,9,4,2,0,4,0,1,1,2,2,4,1,0,3,0,2,0,2,4,0,0,0,1,0,3,2,1,0,2,1,4,0,4,0,0,1,0,1
"Bag2",0,2,0,6,2,6,2,0,0,2,3,1,0,2,1,3,1,2,0,2,5,2,2,6,1,2,0,0,2,3,2,4,1,2,6,0,4,3,0,8,5,3,0,2,4,0,2,8,1,4,4,10,2,0,0,1,8,4,4,3,4,0,1,4,6,2,1,5,0,1,3,1,2,2,3,2,0,2,3,1,1,0,0,1,0
"Trpc3",0,0,0,1,5,4,0,0,2,0,0,2,3,5,5,6,0,4,0,2,13,4,4,3,3,9,0,0,0,9,3,4,11,5,2,6,0,3,3,7,2,3,2,6,1,1,2,9,2,2,1,10,3,0,1,2,9,6,1,3,9,2,1,1,7,1,3,7,1,7,2,1,3,1,0,5,4,5,4,2,0,0,1,0,2
"Gpc3",0,0,0,4,0,4,0,0,0,0,1,3,6,0,2,3,4,1,0,0,2,4,0,2,0,0,2,1,4,4,1,1,2,0,3,1,1,1,1,3,4,3,1,2,4,1,2,4,6,1,0,1,2,1,0,1,5,2,5,4,1,0,0,0,7,1,1,5,0,2,0,1,3,0,1,2,1,1,1,6,1,0,0,0,0
"Clrn1",0,2,0,0,2,2,0,0,0,0,0,3,1,3,0,4,2,2,0,2,4,2,3,3,1,2,0,4,0,3,0,3,2,0,0,1,1,1,1,5,2,1,2,2,1,0,2,1,4,0,0,4,3,1,0,4,6,3,2,2,1,3,1,1,2,3,1,2,0,1,2,1,0,0,0,0,1,0,6,1,0,0,0,0,1
"Rimklb",0,1,0,0,0,0,0,0,0,0,1,2,2,2,3,1,1,4,0,4,0,0,2,3,2,5,1,0,4,2,0,1,4,2,3,1,2,4,2,0,0,2,0,0,3,2,1,3,2,7,2,1,1,1,3,3,4,2,7,1,2,1,0,1,4,2,1,3,0,5,1,0,2,1,1,4,2,3,1,2,0,0,1,0,0
"Cep120",0,0,0,5,5,3,2,0,0,0,2,9,6,7,6,2,9,3,0,2,2,5,3,3,4,6,2,1,3,8,4,3,6,3,2,2,4,6,3,2,8,7,6,7,3,2,3,8,7,2,4,8,7,2,1,4,11,4,4,5,3,1,4,2,3,8,3,7,2,4,4,3,1,1,1,4,3,6,5,5,0,1,0,2,3
"Dfna5",0,0,2,0,1,4,2,0,0,0,2,3,1,4,1,7,4,5,0,2,5,3,1,4,4,6,0,5,2,5,2,3,8,3,5,2,0,0,1,1,3,6,5,4,1,0,4,7,3,3,2,8,1,1,2,0,11,7,3,3,3,3,1,1,4,1,2,6,1,3,3,3,1,1,2,1,0,5,3,0,0,0,1,2,4
"Dlx1",0,0,0,2,1,1,1,0,0,1,0,3,2,7,4,5,4,4,0,4,7,0,2,4,4,0,0,2,4,4,5,5,6,2,6,2,2,0,1,3,2,2,6,3,3,0,0,1,4,5,3,6,2,1,2,6,7,5,8,5,2,1,0,2,5,3,1,13,0,5,0,0,2,0,1,6,0,6,1,4,1,0,1,1,0
"Panx1",0,0,0,0,7,5,4,0,2,2,0,3,1,3,0,9,8,6,0,2,4,5,2,3,4,8,3,14,10,5,2,5,8,5,8,0,2,2,4,7,6,3,13,2,0,0,5,10,6,8,4,3,6,3,0,4,12,9,5,6,7,1,4,5,8,3,5,14,4,8,5,4,1,2,1,3,1,7,1,3,1,1,0,1,3
"Slc7a1",2,2,0,1,4,6,5,0,2,0,2,5,6,8,5,6,3,4,4,2,3,6,3,1,9,5,2,5,0,9,6,4,10,9,4,5,0,1,3,6,7,5,8,10,4,2,3,6,4,3,6,6,5,2,4,5,5,8,3,6,5,9,7,2,1,3,6,8,6,5,3,4,1,1,1,6,3,2,2,5,2,0,1,1,5
"Dlx2",0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,2,2,0,1,0,0,0,3,0,0,2,1,2,2,0,0,2,0,2,0,2,0,2,4,2,3,2,5,1,0,0,1,4,3,5,11,2,3,1,3,2,5,2,4,3,1,0,0,1,2,0,6,3,1,2,2,2,2,2,3,0,3,1,3,1,0,0,0,1
"Pag1",0,0,1,0,7,7,4,1,1,0,1,4,8,3,4,4,6,6,5,6,5,3,2,3,6,3,1,4,6,17,4,6,7,7,5,1,6,4,3,5,2,6,8,2,3,0,1,9,5,5,2,9,3,1,4,2,4,4,8,6,6,2,2,4,4,4,1,0,1,6,5,7,2,1,2,3,0,2,2,6,0,2,1,1,3
"Syngr3",0,3,6,2,10,17,5,0,3,2,5,13,6,16,14,15,17,13,6,6,16,7,3,13,7,9,7,11,13,15,9,20,22,15,12,9,9,4,9,11,17,11,25,11,7,0,7,18,23,11,12,29,11,3,8,17,26,14,24,18,21,4,4,7,11,8,7,17,3,12,12,5,10,5,4,6,5,11,5,21,4,0,1,0,10
"Rbms3",0,1,0,2,1,1,2,0,0,0,0,6,4,0,1,3,4,0,0,3,4,3,3,3,1,5,1,4,2,9,2,1,6,3,5,4,0,1,0,5,2,2,2,3,1,0,3,2,0,1,3,2,0,0,1,3,4,3,2,5,5,0,0,0,2,2,1,1,0,0,2,2,3,1,0,1,0,3,4,1,0,0,0,0,1
"Pgap1",0,1,0,0,2,3,0,0,1,0,1,2,0,1,3,5,2,2,2,0,1,0,1,2,0,4,1,3,2,2,3,0,1,3,2,0,1,3,2,3,2,4,3,1,1,0,1,2,0,2,0,1,1,1,2,3,2,4,3,3,0,1,3,4,2,1,1,0,1,5,3,4,2,1,0,3,1,3,3,2,1,0,0,0,0
"Dzank1",0,1,1,3,6,12,3,0,2,0,5,5,3,7,5,10,6,10,4,8,7,8,1,9,6,1,5,6,2,9,4,4,17,3,6,6,3,5,2,8,9,7,6,3,4,0,7,9,5,3,4,8,5,2,4,7,9,12,3,5,12,1,2,3,2,5,4,12,2,8,7,2,1,1,6,8,1,9,2,10,0,0,0,1,6
"Nap1l5",2,1,5,4,12,7,0,0,2,2,3,12,11,13,8,26,17,18,3,6,13,7,2,11,11,5,5,7,6,10,6,9,7,9,8,15,5,3,0,6,4,10,9,5,3,0,6,8,6,9,5,9,9,6,4,14,22,10,18,8,7,3,4,2,6,2,0,19,4,12,11,8,1,3,3,8,0,9,2,19,2,0,4,1,5
"Lancl3",0,2,2,4,2,6,0,0,1,0,4,9,3,4,3,4,5,9,0,1,6,2,1,4,4,2,2,3,3,5,5,3,4,1,2,0,1,6,0,5,3,3,6,2,0,2,0,6,5,6,1,5,1,1,1,4,9,7,5,3,7,4,2,5,9,2,0,3,2,4,2,2,3,1,1,4,0,2,2,4,2,0,1,0,3
"Peg3",1,3,2,0,5,19,5,0,3,2,4,19,13,7,15,34,20,10,1,12,18,12,5,22,11,16,7,7,6,12,10,13,16,10,10,3,7,5,3,8,9,19,14,4,7,0,7,18,18,16,3,21,13,3,3,13,17,19,18,13,18,5,5,5,12,5,4,16,3,7,6,4,4,4,8,11,2,14,9,26,2,0,3,0,8
"Rimkla",0,0,0,0,1,0,2,0,0,3,3,2,2,4,2,2,1,0,2,3,4,0,4,1,0,1,0,0,0,1,2,4,3,0,4,0,1,0,0,2,2,5,6,3,1,2,0,1,3,3,2,3,7,3,0,1,2,3,3,1,2,1,0,2,6,1,0,5,2,1,3,2,1,1,2,3,2,2,0,4,0,1,1,2,0
"Tbc1d8",0,0,0,3,5,3,1,0,0,0,2,11,3,2,1,7,2,3,0,4,4,3,2,9,2,1,0,5,2,11,2,2,7,4,2,2,6,0,1,8,4,8,3,3,3,0,0,6,0,4,3,5,2,2,3,5,10,9,4,10,6,0,0,4,6,5,1,6,2,6,6,4,2,5,1,4,0,3,3,5,2,1,2,0,4
